ID,Year_Birth,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Age,Family_size,Total_Spend,Total_Purchases
6310,1978,2,33039,1,0,4,30,8,12,8,8,12,1,2,0,4,5,47,3,78,7
10380,1972,2,37787,1,0,50,40,1,40,4,3,18,1,3,0,3,8,53,3,106,7
3887,1970,3,27242,1,0,2,3,17,26,20,1,39,2,2,0,3,9,55,2,106,7
1998,1976,3,37697,1,0,82,34,6,21,11,4,8,1,2,1,3,6,49,2,84,7
10795,1973,2,37401,1,0,14,19,3,19,3,1,3,2,2,0,3,7,52,3,48,7
7998,1958,4,28087,1,1,77,53,8,17,13,0,21,3,2,2,2,7,67,4,112,9
3536,1960,4,19740,0,1,65,7,11,3,10,4,20,2,1,1,3,5,65,3,55,7
2804,1975,3,46098,1,1,86,57,0,27,0,0,36,4,3,2,2,8,50,3,120,11
3745,1988,2,23331,1,0,92,5,36,7,0,10,45,2,3,0,3,8,37,3,103,8
451,1989,3,9255,1,0,91,9,0,7,2,0,4,1,1,1,2,8,36,2,22,5
6678,1989,4,31928,1,0,5,33,4,24,4,2,5,2,3,0,4,7,36,3,72,9
73,1953,3,51411,1,2,81,14,0,3,0,0,1,1,0,0,3,5,72,4,18,4
10212,1986,4,42386,1,0,43,65,4,16,0,4,11,1,3,0,3,8,39,3,100,7
6365,1987,2,30390,0,0,5,10,12,12,25,1,20,1,2,0,3,6,38,2,80,6
5636,1963,3,30983,0,0,50,51,4,50,12,1,49,1,4,0,3,8,62,1,167,8
2217,1975,2,37284,1,1,46,11,1,2,2,1,6,1,0,0,3,6,50,4,23,4
2544,1951,1,57530,0,1,68,50,1,27,6,7,1,1,1,1,4,1,74,2,92,7
7791,1967,2,37054,1,1,89,12,1,6,0,1,5,2,1,0,3,7,58,4,25,6
4037,1976,1,31859,1,0,77,3,1,3,8,0,5,1,1,0,2,7,49,2,20,4
6642,1961,1,27215,2,1,50,30,5,22,8,9,28,4,2,1,4,6,64,4,102,11
5424,1983,2,39922,1,0,30,29,12,59,19,1,36,2,3,0,4,8,42,3,156,9
9530,1988,2,24645,1,0,16,5,3,4,4,1,0,1,1,0,2,8,37,3,17,4
10699,1985,2,44322,1,0,30,46,0,40,3,0,3,2,3,0,3,8,40,3,92,8
9916,1954,2,38998,1,1,92,34,1,14,0,0,5,3,2,0,3,8,71,4,54,8
8135,1986,2,27161,1,0,41,7,4,23,7,0,11,1,1,0,3,7,39,3,52,5
2130,1982,4,45203,2,0,4,35,3,67,10,8,24,1,3,1,3,6,43,4,147,8
8175,1992,2,34935,0,0,71,34,4,66,3,10,20,1,2,1,4,7,33,2,137,8
5223,1966,4,45903,0,1,80,33,8,10,2,10,3,2,2,1,3,4,59,3,66,8
1626,1973,1,35860,1,1,37,15,0,8,4,2,20,2,1,1,2,5,52,3,49,6
4764,1952,4,40442,1,1,52,45,12,52,25,22,13,4,3,1,4,7,73,4,169,12
4971,1962,4,31497,0,1,22,108,1,28,13,1,4,2,3,1,4,8,63,3,155,10
10069,1988,4,13724,1,0,43,2,7,5,2,15,27,1,2,0,2,9,37,3,58,5
1131,1967,3,52569,0,1,54,85,0,3,0,0,7,1,2,0,4,3,58,2,95,7
24,1960,4,17144,1,1,96,18,2,19,0,2,6,5,3,0,4,7,65,4,47,12
7943,1975,2,36663,1,0,40,18,0,6,3,3,5,1,1,1,3,2,50,3,35,6
800,1960,4,44512,1,1,57,23,1,6,0,0,2,2,1,0,3,4,65,4,32,6
11092,1961,2,27116,1,1,78,12,1,21,2,2,3,2,2,0,3,7,64,4,41,7
5062,1963,2,54072,1,1,71,35,0,4,0,0,0,1,2,0,2,8,62,4,39,5
1773,1978,2,12393,0,0,38,5,6,15,11,7,13,1,2,0,3,9,47,2,57,6
6215,1977,2,31353,1,1,24,10,0,10,3,1,7,2,1,1,2,8,48,4,31,6
5423,1983,4,28359,1,0,35,6,0,5,2,1,2,1,1,0,2,7,42,3,16,4
3011,1965,2,69139,0,1,23,86,12,75,33,15,6,1,4,1,5,4,60,3,227,11
8286,1965,4,51717,0,1,55,98,1,17,0,1,5,1,3,0,4,7,60,3,122,8
9668,1971,2,18793,1,0,14,4,16,20,0,17,20,3,2,0,4,8,54,3,77,9
7408,1952,2,54549,0,1,8,216,2,6,0,0,9,2,5,1,4,7,73,3,233,12
9986,1982,4,19444,1,0,8,16,0,23,3,2,10,3,4,1,2,7,43,3,54,10
3276,1976,4,36301,1,0,53,11,12,35,3,5,12,1,3,0,3,7,49,3,78,7
3783,1959,2,52854,1,1,43,105,0,10,0,1,0,2,2,1,4,5,66,4,116,9
10207,1978,4,22775,1,0,40,5,1,8,0,0,1,1,1,0,2,8,47,3,15,4
10785,1969,2,44078,1,1,17,24,1,10,2,0,4,2,2,0,3,5,56,4,41,7
2814,1976,4,30560,1,0,6,9,1,5,4,5,7,1,1,0,3,7,49,3,31,5
6866,1969,4,35924,1,1,56,8,0,14,2,3,7,1,1,0,3,5,56,4,34,5
3829,1979,4,24594,1,0,94,1,3,6,10,0,9,1,1,0,3,5,46,3,29,5
10141,1960,1,39228,0,0,1,7,1,6,0,3,3,1,0,0,3,4,65,1,20,4
7485,1950,5,56551,1,1,48,67,4,32,17,2,16,3,2,1,4,4,75,3,138,10
8079,1982,2,22448,1,0,86,3,1,8,23,2,18,3,2,1,3,3,43,3,55,9
10352,1963,5,34213,1,1,2,50,4,28,6,3,26,3,3,1,2,9,62,3,117,9
13,1947,5,25358,0,1,57,19,0,5,0,0,8,2,1,0,3,6,78,2,32,6
1834,1978,3,35544,1,0,77,30,5,23,4,1,4,1,2,0,3,7,47,2,67,6
1404,1968,4,34916,2,0,89,51,23,82,33,0,42,4,5,1,3,9,57,4,231,13
2639,1966,3,43602,1,1,45,19,5,12,10,3,19,3,3,1,2,6,59,3,68,9
8299,1989,3,33996,0,0,46,40,2,15,8,0,6,1,1,1,3,4,36,1,71,6
6437,1985,3,41473,1,0,80,21,8,20,15,3,9,1,2,0,3,7,40,2,76,6
7327,1959,2,36732,1,1,71,21,5,3,10,1,7,3,1,1,4,2,66,4,47,9
4712,1991,4,20193,0,0,18,8,8,22,24,11,9,1,1,1,4,4,34,2,82,7
6347,1979,3,15862,1,0,26,1,1,4,11,9,10,1,1,0,3,8,46,2,36,5
8230,1980,2,33228,1,0,28,22,2,31,7,4,5,1,2,0,3,7,45,3,71,6
5939,1971,4,38232,1,1,84,43,5,28,7,6,33,4,3,1,3,5,54,4,122,11
2156,1955,2,22554,1,1,38,27,0,10,0,0,4,4,2,0,4,5,70,4,41,10
7788,1983,2,23536,1,0,53,6,0,3,0,0,1,1,0,0,3,3,42,3,10,4
7947,1969,2,42231,1,1,99,24,0,8,0,1,4,1,1,0,3,5,56,4,37,5
10790,1985,2,18169,1,0,40,9,0,5,0,0,7,1,1,0,2,8,40,3,21,4
10398,1981,3,24336,1,0,82,1,6,2,8,2,12,1,1,0,2,7,44,2,31,4
2431,1990,2,18222,0,0,70,12,4,19,12,6,14,1,2,0,3,8,35,2,67,6
1890,1971,4,42033,1,1,95,11,1,4,2,0,7,1,1,0,2,7,54,4,25,4
10356,1957,1,41437,1,1,5,29,0,2,0,0,1,1,1,0,3,7,68,3,32,5
3565,1955,2,38452,1,1,62,56,0,14,0,0,2,3,3,0,3,7,70,4,72,9
5294,1989,3,18358,1,0,49,6,8,19,16,4,4,3,3,0,4,7,36,2,57,10
7349,1973,4,9722,1,0,7,6,17,16,6,16,42,4,3,1,3,8,52,3,103,11
8799,1984,2,38175,1,0,6,70,6,69,2,3,3,3,3,1,4,7,41,3,153,11
2202,1978,4,41154,0,1,98,44,2,11,2,3,7,1,1,0,4,5,47,3,69,6
4055,1992,3,18746,1,0,41,2,10,11,12,9,20,2,3,0,3,6,33,2,64,8
7629,1977,2,22108,1,1,46,5,3,9,6,2,6,2,2,0,3,7,48,4,31,7
10640,1974,4,44392,1,1,71,87,5,71,7,12,29,5,4,1,4,7,51,4,211,14
6742,1979,2,17688,1,0,82,2,2,1,3,1,2,1,1,0,2,8,46,3,11,4
2634,1979,3,16653,1,0,10,5,7,31,15,4,7,3,2,1,3,6,46,2,69,9
1744,1965,3,23529,0,1,67,9,7,13,3,2,20,1,1,1,2,6,60,2,54,5
8605,1964,4,46910,1,1,36,48,0,14,0,0,6,2,2,0,3,6,61,4,68,7
10304,1959,2,18690,0,0,77,6,1,7,23,4,19,1,1,1,2,8,66,2,60,5
4351,1955,1,37244,1,1,90,18,2,10,0,0,25,1,1,1,2,7,70,3,55,5
1064,1971,2,42403,1,0,18,22,1,11,0,5,3,1,1,0,3,8,54,3,42,5
48,1964,4,55761,0,1,97,136,1,12,0,3,32,2,4,1,3,6,61,3,184,10
263,1945,3,45576,0,0,9,56,19,29,2,14,25,1,3,1,3,8,80,1,145,8
10250,1947,4,28389,0,0,49,1,5,3,7,4,8,1,1,0,2,7,78,2,28,4
3878,1980,3,31859,1,0,3,3,4,7,15,8,11,1,1,0,3,7,45,2,48,5
2154,1971,5,30372,1,1,33,15,0,12,7,3,7,3,2,0,3,7,54,3,44,8
5394,1979,3,16014,1,1,42,3,9,4,7,8,7,4,1,1,4,3,46,3,38,10
3798,1968,2,41120,1,1,80,24,2,23,0,8,24,3,2,1,3,6,57,4,81,9
3524,1971,3,39763,1,0,9,80,1,60,4,6,16,2,5,1,2,9,54,2,167,10
5247,1955,2,38725,1,1,52,31,0,6,2,1,5,2,1,0,4,4,70,4,45,7
8812,1979,1,13533,1,0,45,12,3,8,8,0,17,2,2,0,3,7,46,2,48,7
4328,1986,2,21955,1,0,81,5,1,7,17,14,11,2,2,1,3,6,39,3,55,8
10560,1980,3,36802,1,0,23,16,1,2,0,0,1,1,1,0,3,5,45,2,20,5
8312,1961,2,28249,0,0,80,1,9,7,2,14,10,1,2,0,3,6,64,2,43,6
5093,1974,1,25509,1,0,15,40,3,30,10,7,11,3,3,0,3,9,51,2,101,9
7592,1946,2,51012,0,0,86,102,9,63,2,9,24,1,4,1,4,6,79,2,209,10
2694,1967,2,42664,0,1,44,21,0,3,0,0,0,1,1,0,3,6,58,3,24,5
7433,1985,3,29760,1,0,87,64,4,68,7,5,17,4,3,1,4,8,40,2,165,12
10477,1973,4,39435,1,0,16,71,0,18,0,0,13,1,3,1,2,7,52,3,102,7
5150,1979,3,20194,1,0,64,0,4,7,11,10,15,2,2,0,3,6,46,2,47,7
5283,1976,3,42473,1,1,72,93,1,21,0,4,25,3,2,1,4,5,49,3,144,10
8008,1983,4,36075,1,0,54,46,0,30,12,1,30,1,2,0,4,6,42,3,119,7
1419,1950,4,34026,1,1,11,18,6,15,12,8,17,3,2,1,3,5,75,4,76,9
9150,1963,3,48918,1,1,21,52,0,9,0,0,1,2,1,0,4,4,62,3,62,7
1250,1976,3,37697,1,0,82,34,6,21,11,4,8,1,2,1,3,6,49,2,84,7
10691,1960,2,28520,1,1,55,11,0,10,0,2,20,1,1,1,2,6,65,4,43,5
2952,1977,3,36273,1,0,80,29,3,30,3,2,9,2,3,0,3,6,48,2,76,8
6289,1951,4,59385,1,1,85,135,0,10,0,4,36,2,3,1,4,5,74,4,185,10
8397,1951,2,44689,1,1,82,18,0,5,0,0,11,2,1,1,2,7,74,4,34,6
3130,1964,3,18701,1,1,95,12,4,2,10,6,10,4,2,0,4,5,61,3,44,10
5513,1966,4,37758,1,1,49,27,2,10,0,0,1,2,1,0,3,8,59,4,40,6
2549,1983,4,21840,1,0,80,17,0,9,0,0,1,1,1,0,3,9,42,3,27,5
8566,1961,4,32583,1,1,10,5,0,3,0,0,1,1,1,0,2,7,64,4,9,4
5684,1971,1,44635,1,1,25,56,0,9,0,0,3,2,2,0,3,7,54,3,68,7
8334,1971,3,33316,1,1,34,79,1,31,4,4,12,3,2,1,4,6,54,3,131,10
78,1969,2,25293,1,0,51,15,0,11,0,2,9,1,1,1,2,8,56,3,37,5
1087,1975,4,22669,1,0,30,16,14,36,37,22,48,3,4,1,2,9,50,3,173,10
6859,1987,3,29236,1,0,30,37,4,24,16,9,9,2,4,0,3,9,38,2,99,9
9860,1959,4,44911,0,1,11,159,0,22,2,1,31,3,4,1,4,7,66,3,215,12
5866,1974,4,48186,1,0,39,97,3,66,12,7,34,3,4,1,4,7,51,3,219,12
10521,1977,2,54809,1,1,0,63,6,57,13,13,22,4,2,1,5,4,48,4,174,12
7393,1978,4,41580,1,1,15,56,5,24,4,0,3,3,2,1,3,5,47,4,92,9
9576,1982,4,32313,1,0,60,86,4,56,2,4,7,3,4,0,4,9,43,3,159,11
7419,1968,1,27071,1,0,90,8,3,19,0,2,3,2,2,0,3,6,57,2,35,7
10595,1990,2,30093,0,0,19,2,6,28,13,4,16,1,2,0,3,7,35,2,69,6
5010,1988,3,25008,1,0,72,2,8,8,6,1,9,2,1,0,3,8,37,2,34,6
11148,1975,4,22280,1,0,85,2,1,4,3,1,2,1,1,0,2,8,50,3,13,4
6710,1951,3,58217,2,1,84,68,1,13,3,5,13,1,2,0,4,6,74,4,103,7
5316,1976,4,21024,0,0,89,36,4,18,6,2,18,1,2,0,4,7,49,2,84,7
10241,1975,1,11448,0,0,16,0,0,0,6,2,6,1,1,0,2,6,50,1,14,4
4227,1968,4,32889,1,1,78,28,0,13,4,2,8,3,2,1,3,5,57,4,55,9
9467,1984,3,34738,1,0,51,3,2,10,3,0,2,1,1,0,3,6,41,2,20,5
3286,1967,1,26642,1,0,71,13,2,15,2,2,8,2,2,0,3,6,58,2,42,7
3722,1972,3,44503,1,1,83,31,1,8,0,0,8,2,2,0,3,6,53,3,48,7
4796,1952,1,49638,0,1,71,18,10,3,3,5,0,1,1,0,3,2,73,2,39,5
9612,1987,3,23830,0,0,3,1,8,6,4,8,16,1,1,0,3,7,38,1,43,5
8341,1969,2,30396,1,0,22,15,0,6,0,1,12,2,1,1,2,7,56,3,34,6
5180,1968,1,50616,0,1,56,128,0,16,0,1,4,2,4,0,4,7,57,2,149,10
7679,1985,3,30298,0,0,48,6,3,12,6,1,0,1,1,1,3,3,40,1,28,6
7505,1957,2,44155,1,1,24,22,1,9,0,0,14,1,1,1,2,4,68,4,46,5
5790,1985,2,31158,1,0,62,25,6,16,20,0,5,2,2,0,3,8,40,3,72,7
8462,1978,4,24882,1,0,52,1,4,10,29,0,36,1,1,1,2,6,47,3,80,5
10789,1964,2,45759,1,1,13,42,1,18,3,0,4,2,2,0,3,7,61,4,68,7
10779,1983,3,22148,0,0,16,15,5,14,0,4,11,1,1,0,3,7,42,1,49,5
2337,1971,1,29819,1,0,77,9,1,24,2,1,2,3,3,0,3,6,54,2,39,9
10680,1986,4,33235,1,0,71,45,0,16,2,1,6,1,3,0,3,7,39,3,70,7
3265,1959,2,35701,0,0,36,21,1,9,7,3,5,1,1,0,3,6,66,2,46,5
5623,1980,2,31535,1,0,95,15,4,13,0,0,19,1,1,1,2,7,45,3,51,5
2326,1990,2,18929,0,0,15,32,0,8,23,4,18,1,1,0,4,6,35,2,85,6
4385,1981,3,36038,1,0,82,23,0,15,0,2,7,2,3,0,3,6,44,2,47,8
2929,1976,3,20180,0,0,27,18,42,24,15,20,18,1,2,1,4,7,49,1,137,8
10686,1965,4,34230,1,1,72,15,0,4,0,0,2,1,1,0,2,7,60,4,21,4
2546,1977,3,31878,0,1,7,23,4,5,10,5,23,1,1,0,4,3,48,2,70,6
3112,1977,2,22701,1,0,2,2,4,9,0,4,5,1,1,0,3,5,48,3,24,5
5734,1974,2,61917,1,1,83,46,4,36,2,2,1,1,2,0,4,5,51,4,91,7
1458,1982,2,21059,1,0,40,8,3,19,3,3,8,3,3,0,3,6,43,3,44,9
7007,1968,2,29543,2,0,47,17,3,18,3,4,18,2,3,1,2,7,57,4,63,8
1403,1975,4,34984,1,1,40,8,4,15,3,5,3,2,1,0,3,7,50,4,38,6
9291,1959,2,34242,0,1,25,8,2,4,0,0,1,1,0,0,3,5,66,3,15,4
2478,1973,2,25410,1,0,48,2,2,4,13,13,4,1,1,0,4,4,52,3,38,6
5138,1950,4,28320,0,1,68,19,1,14,3,2,4,1,1,0,3,8,75,3,43,5
5393,1977,3,23763,1,0,64,22,0,6,6,2,6,1,1,0,3,7,48,2,42,5
5015,1976,2,34529,1,0,94,68,6,38,3,6,41,2,2,2,3,7,49,3,162,9
7842,1968,3,36065,1,1,54,18,7,34,10,2,3,3,3,0,3,8,57,3,74,9
9955,1954,4,39898,0,1,20,69,8,26,12,7,12,2,3,0,4,7,71,3,134,9
8514,1976,4,29478,1,0,59,8,0,7,3,1,1,1,1,0,3,6,49,3,20,5
7530,1950,5,56551,1,1,48,67,4,32,17,2,16,3,2,1,4,4,75,3,138,10
6355,1978,2,44359,1,1,19,20,0,14,7,3,1,3,2,0,4,3,47,4,45,9
3517,1952,3,40887,1,1,32,50,4,44,10,10,43,3,3,1,3,9,73,3,161,10
1158,1966,1,48877,0,1,27,102,1,15,2,0,24,1,3,0,4,7,59,2,144,8
4338,1983,3,39062,1,0,28,23,0,9,0,0,12,1,1,0,3,4,42,2,44,5
8360,1971,2,54690,1,1,76,111,16,37,7,9,18,3,3,1,5,3,54,4,198,12
4867,1968,3,38236,1,1,2,58,0,18,2,0,10,4,3,0,4,7,57,3,88,11
9289,1979,2,36781,1,0,16,29,1,17,0,3,13,1,2,1,2,8,46,3,63,6
10913,1984,3,31385,1,0,56,3,2,12,0,1,9,1,1,0,2,8,41,2,27,4
3032,1984,2,24570,1,0,97,28,34,62,11,14,44,3,4,0,4,9,41,3,193,11
8524,1974,1,25509,1,0,15,40,3,30,10,7,11,3,3,0,3,9,51,2,101,9
4470,1962,2,58646,0,1,3,62,1,44,6,5,22,1,2,1,4,4,63,3,140,8
8619,1957,4,21994,0,1,4,9,0,6,3,1,3,1,0,0,3,5,68,3,22,4
898,1986,2,23477,1,0,39,38,15,54,3,8,29,3,3,0,4,8,39,3,147,10
8212,1971,2,39791,0,1,89,85,15,27,13,13,21,2,3,1,4,7,54,3,174,10
4547,1960,4,13672,1,1,86,6,2,9,2,1,5,2,1,0,3,8,65,4,25,6
4860,1970,3,24206,1,0,66,7,2,8,3,2,3,1,1,0,3,6,55,2,25,5
10757,1967,1,28420,1,0,36,4,2,5,2,0,0,1,1,0,2,6,58,2,13,4
4023,1970,2,22979,1,0,29,16,17,19,20,21,22,3,3,2,2,8,55,3,115,10
6679,1966,3,33279,0,0,29,10,3,3,0,0,0,1,0,0,3,3,59,1,16,4
9923,1972,3,46423,1,1,6,68,0,16,0,0,8,3,2,0,4,7,53,3,92,9
7181,1977,2,30368,0,1,97,35,0,13,2,0,2,2,2,0,3,8,48,3,52,7
3657,1986,3,39146,1,0,1,94,1,33,13,12,12,3,4,0,4,8,39,2,165,11
4102,1975,2,37284,1,1,46,11,1,2,2,1,6,1,0,0,3,6,50,4,23,4
7042,1983,2,36790,0,0,14,3,3,14,15,21,10,1,2,1,2,9,42,2,66,6
10598,1967,4,27943,1,1,89,12,1,16,4,1,3,3,2,0,3,8,58,4,37,8
255,1951,1,22263,1,1,31,17,0,2,0,0,2,2,1,0,3,6,74,3,21,6
9829,1978,4,28587,1,0,42,22,4,17,12,10,13,3,2,0,4,6,47,3,78,9
6214,1982,2,43815,1,0,53,14,10,29,4,7,15,1,2,0,3,6,43,3,79,6
9423,1979,2,32765,1,0,49,13,3,17,7,3,3,2,2,0,4,5,46,3,46,8
4198,1965,4,29672,1,1,6,9,1,3,0,4,8,1,0,0,3,6,60,4,25,4
153,1953,1,23272,0,0,29,19,3,6,4,2,12,1,1,0,3,4,72,1,46,5
10001,1985,4,7500,1,0,98,5,17,17,13,14,34,4,2,1,3,9,40,3,100,10
8625,1976,2,17649,1,0,70,15,1,23,0,5,1,3,3,0,3,8,49,3,45,9
6568,1984,2,38680,1,0,97,11,0,36,15,5,12,1,2,0,3,7,41,3,79,6
8416,1981,2,29009,1,0,19,6,6,15,10,5,2,2,2,0,3,6,44,3,44,7
5454,1979,2,45057,1,0,80,37,0,7,3,0,3,1,2,0,3,5,46,3,50,6
5474,1970,3,43020,1,0,79,45,7,99,4,25,43,3,4,1,4,6,55,2,223,12
4268,1959,2,53154,0,1,50,129,0,21,0,1,7,1,3,1,4,4,66,3,158,9
626,1951,2,32871,1,1,28,22,2,12,0,2,5,1,1,0,3,4,74,4,43,5
10509,1955,3,36927,1,1,46,51,0,16,0,0,4,2,3,0,3,8,70,3,71,8
6382,1953,4,48794,1,1,97,25,0,11,3,0,15,1,1,0,3,4,72,4,54,5
6673,1965,3,23478,0,0,51,28,6,27,12,17,39,1,3,0,3,8,60,1,129,7
8775,1969,4,38361,1,0,74,39,0,56,20,8,14,3,3,1,3,7,56,3,137,10
322,1978,4,42554,1,1,93,29,1,11,0,0,0,2,2,0,3,4,47,4,41,7
6103,1948,2,42192,0,0,40,40,15,15,17,6,7,1,2,1,3,4,77,2,100,7
10500,1984,2,31761,1,0,96,19,1,20,16,14,28,2,3,0,4,5,41,3,98,9
1655,1979,4,34350,1,0,81,16,3,15,2,1,11,1,1,0,3,7,46,3,48,5
5517,1969,2,25293,1,0,51,15,0,11,0,2,9,1,1,1,2,8,56,3,37,5
6958,1977,2,27889,1,0,42,14,0,4,0,0,8,1,1,1,2,6,48,3,26,5
954,1960,5,22123,0,0,77,3,3,24,34,7,31,1,2,1,3,5,65,1,102,7
4643,1973,2,27803,1,0,40,8,26,46,38,9,49,2,3,0,4,8,52,3,176,9
6507,1980,3,30828,1,0,16,16,11,15,2,0,12,2,1,1,4,3,45,2,56,8
7901,1971,2,34109,0,1,39,9,1,5,2,1,4,1,0,0,3,4,54,3,22,4
2686,1969,4,22390,0,0,49,0,1,4,15,1,5,1,1,0,2,7,56,2,26,4
11031,1950,2,48699,1,1,90,26,1,10,2,0,1,1,1,0,3,5,75,4,40,5
1055,1976,2,53204,1,1,40,29,0,8,2,0,6,1,1,0,3,4,49,4,45,5
1241,1984,2,14796,1,0,1,13,3,8,7,4,16,2,1,0,3,9,41,3,51,6
5802,1972,2,14188,0,0,40,2,7,11,16,12,27,1,2,0,4,6,53,2,75,7
1407,1986,2,20425,1,0,5,4,12,5,3,16,17,2,2,0,3,7,39,3,57,7
6183,1962,2,58646,0,1,3,62,1,44,6,5,22,1,2,1,4,4,63,3,140,8
11091,1953,4,34587,1,1,68,7,2,9,2,0,2,2,1,0,3,4,72,4,22,6
3969,1974,4,43018,0,1,46,35,4,17,7,6,64,1,2,2,2,5,51,3,133,7
87,1981,2,27733,1,0,16,0,7,5,26,2,17,2,2,0,3,7,44,3,57,7
6147,1971,1,25818,1,0,51,5,2,8,2,2,9,1,0,1,2,7,54,2,28,4
8832,1976,4,37509,1,0,24,37,5,56,12,8,5,2,3,0,4,7,49,3,123,9
10067,1976,4,25176,1,1,79,4,0,4,0,0,5,1,1,0,2,7,49,4,13,4
7532,1980,2,43586,0,1,26,99,2,11,4,0,16,3,3,0,4,8,45,3,132,10
2115,1957,4,50116,1,1,68,54,0,10,0,0,2,2,1,0,4,5,68,4,66,7
3006,1976,1,30992,1,0,83,17,0,14,7,3,2,1,1,0,3,7,49,2,43,5
4973,1970,3,20587,1,0,39,2,3,6,4,1,9,1,1,1,2,7,55,2,25,5
2948,1954,1,62637,0,1,76,104,12,48,4,12,5,1,2,2,5,2,71,2,185,10
2715,1966,1,29435,1,1,11,70,3,37,4,2,64,4,3,2,2,9,59,3,180,11
10432,1974,1,19346,1,0,26,2,0,9,3,6,2,1,1,0,3,8,51,2,22,5
9216,1971,2,35788,1,1,34,23,2,11,3,1,4,2,2,0,3,6,54,4,44,7
7124,1968,1,36997,1,1,72,43,4,12,8,0,27,5,2,1,4,5,57,3,94,12
9727,1957,2,23539,0,0,13,4,24,11,16,1,25,1,2,0,4,6,68,2,81,7
1818,1971,4,29732,1,0,23,25,0,8,0,1,4,1,2,0,2,9,54,3,38,5
10609,1962,2,42769,0,1,15,71,0,13,3,1,0,2,1,1,4,4,63,3,88,8
6950,1958,2,49572,1,1,25,35,1,16,0,1,1,2,2,0,3,7,67,4,54,7
9481,1976,2,17148,1,0,80,9,9,11,13,10,16,4,3,1,3,8,49,3,68,11
2711,1976,4,30560,1,0,6,9,1,5,4,5,7,1,1,0,3,7,49,3,31,5
8933,1983,2,32146,1,0,16,26,3,23,4,7,3,2,2,0,4,6,42,3,66,8
8726,1964,1,41713,1,1,57,77,8,44,10,10,25,5,3,1,4,6,61,3,174,13
1515,1975,4,34176,0,1,9,11,2,7,4,2,2,1,1,0,3,3,50,3,28,5
7600,1992,3,15253,1,0,13,1,3,3,8,1,13,2,1,0,3,7,33,2,29,6
9706,1974,3,31560,1,0,98,62,1,20,4,0,7,2,2,1,3,8,51,2,94,8
4548,1981,3,41967,1,1,66,23,4,10,0,2,15,1,1,0,3,4,44,3,54,5
1321,1974,2,26067,1,0,49,22,2,18,0,2,12,3,3,0,3,8,51,3,56,9
11187,1978,3,26487,1,0,23,2,8,10,12,14,23,3,2,1,3,5,47,2,69,9
8207,1957,2,53233,0,1,18,28,0,9,3,0,0,1,1,0,3,4,68,3,40,5
1646,1972,2,25224,1,0,36,4,9,12,11,2,8,2,1,1,3,3,53,3,46,7
2656,1971,1,40851,1,1,63,23,1,7,0,4,24,1,1,1,2,7,54,3,59,5
7990,1947,2,27469,0,0,2,9,1,2,3,2,0,1,0,0,3,6,78,2,17,4
2980,1952,3,8820,1,1,52,12,0,13,4,2,4,4,3,0,3,8,73,3,35,10
1839,1974,3,43322,0,0,25,56,7,48,10,2,18,1,3,0,4,7,51,1,141,8
9014,1975,2,37085,1,1,65,39,1,16,2,0,3,4,3,0,3,8,50,4,61,10
7620,1990,3,16185,1,0,71,5,11,16,21,8,45,2,2,2,2,8,35,2,106,8
1876,1990,2,18929,0,0,15,32,0,8,23,4,18,1,1,0,4,6,35,2,85,6
5959,1968,3,35893,1,1,80,158,0,23,0,0,18,6,3,1,5,8,57,3,199,15
4333,1954,4,32144,1,1,76,41,0,10,0,0,3,4,2,1,3,7,71,4,54,10
3850,1963,4,14918,0,1,52,3,3,3,15,4,15,1,1,0,3,6,62,3,43,5
6168,1963,1,45146,1,1,28,33,0,5,0,0,15,2,1,1,2,4,62,3,53,6
6983,1950,1,38054,1,1,24,23,2,17,2,1,0,2,2,0,3,7,75,3,45,7
692,1954,4,36807,1,1,88,4,2,5,0,0,5,1,1,0,2,6,71,4,16,4
736,1983,4,28427,1,0,67,18,3,19,3,3,6,2,2,0,3,8,42,3,52,7
4838,1978,4,22775,1,0,40,5,1,8,0,0,1,1,1,0,2,8,47,3,15,4
10659,1979,4,7500,1,0,7,2,8,11,3,8,21,4,3,2,2,7,46,3,53,11
10084,1972,2,24434,2,0,9,3,2,8,20,0,17,2,2,1,2,7,53,4,50,7
7004,1984,3,11012,1,0,82,24,3,26,7,1,23,3,3,1,2,9,41,2,84,9
8080,1986,3,26816,0,0,50,5,1,6,3,4,3,1,0,0,3,4,39,1,22,4
8372,1974,2,34421,1,0,81,3,3,7,6,2,9,1,1,0,2,7,51,3,30,4
9405,1954,2,52869,1,1,40,84,3,61,2,1,21,3,3,1,4,7,71,4,172,11
